Repository Name,Is Git Repository,License Type,Git History Intact,First Commit Date,Last Commit Date,Development Span (Months),Lines of Code (Code),Lines of Code (Comments),Lines of Code (Blank),Total Files,Total Commits,Meaningful Commit Count,Commits per Month,total_pr_count,open_pr_count,closed_pr_count,merged_pr_count,github_pr_analysis_available,Number of Contributors with commits,Total Contributors (All-Time),Contributor List,Branch Count,LLM Tokens,Lexical Tokens,Code Duplication (Weighted %),Code Complexity,AI Detection Percentage,Language Count,Languages Used,Frontend Languages,Backend Languages,Frameworks Used,Frontend Frameworks,Backend Frameworks,Languages Percentage (Bytes > 5%),Frameworks Percentage (Bytes > 5%),Databases Used,Third-Party APIs,Setup Guidelines,Security Findings,Documentation Quality,Repository Rating Score
codex-backend,True,,True,2026-01-26,2026-06-12,4.5,25734,7787,4232,108,90,84,20.0 commits/mo,0,0,0,0,False,3,3,"Your Name, Ejoymene, Ejoyment",1,275453,235446,0.0%,Moderate,8.5%,3,JavaScript | Python | HTML,HTML | JavaScript,Python,package.json: express | code_imports: Express,,Express,JavaScript (77.7%) | Python (12.0%) | HTML (10.2%),Next.js (46.4%) | Express (46.1%) | React (6.8%),MongoDB | MySQL | PostgreSQL | Redis,Stripe,Present,Clean,High,5.67
