repo_name,is_git,license_type,first_commit_date,last_commit_date,loc_code,loc_comment,loc_blank,loc_files,lang_count,languages,languages_frontend,languages_backend,commits,contributors,all_contributors_count,all_contributors,branch_count,meaningful_commit_count,development_span_months,commits_per_month,git_history_intact,tokens_llm,lexical_token,duplication_weighted_percent,code_complexity,ai_detection_percent,frameworks,framework_frontend,framework_backend,databases_used,third_party_apis,setup_guidelines,security_findings,documentation_quality,repo_rating_score,repo_rating_label,languages_percentage_bytes(>5%),frameworks_percentage_bytes(>5%),total_time_seconds,total_pr_count,open_pr_count,closed_pr_count,merged_pr_count,github_pr_analysis_available
codex-backend,True,,2026-01-26,2026-06-12,25734,7787,4232,108,3,JavaScript | Python | HTML,HTML | JavaScript,Python,90,3,3,"Your Name, Ejoymene, Ejoyment",1,84,4.5,20.0 commits/mo,True,275453,235446,0.0%,Moderate,8.5%,package.json: express | code_imports: Express,,Express,MongoDB | MySQL | PostgreSQL | Redis,Stripe,Present,Clean,High,5.67,Fair,JavaScript (77.7%) | Python (12.0%) | HTML (10.2%),Next.js (46.4%) | Express (46.1%) | React (6.8%),13.16,0,0,0,0,False
