repo_name,lexical_token,framework_frontend,framework_backend,languages_frontend,languages_backend,language_framework_details,domain_industry,commercial_usage_summary,security_scrubbing_confirmation,full_git_history,repo_rating_score,first_commit_date,last_commit_date,languages_percentage_bytes(>5%),frameworks_percentage_bytes(>5%),development_span_months,commits_per_month,unique_contributors,all_contributors_count,all_contributors,total_pr_count,open_pr_count,closed_pr_count,merged_pr_count,github_pr_analysis_available
codex-backend,235446,,Express,HTML|JavaScript,Python,package.json:express|code_imports:Express,Unknown,Restrictive,Clean,True,5.67,2026-01-26,2026-06-12,JavaScript (77.7%) | Python (12.0%) | HTML (10.2%),Next.js (46.4%) | Express (46.1%) | React (6.8%),4.5,20.0 commits/mo,3,3,"Your Name, Ejoymene, Ejoyment",0,0,0,0,False
